artist,song,genre,subgenre,year,beats,tempo,mfcc,zero_crossing_rate,rolloff,spectral_centroid,spectral_bandwidth,chroma_stft,rmse_1,rmse_2,rmse_3,rmse_4,rmse_5,rmse_6,rmse_7,rmse_8,rmse_9,rmse_10,rmse_11,rmse_12,rmse_13,rmse_14,rmse_15,rmse_16,rmse_17,rmse_18,rmse_19,rmse_20
Iron Maiden,Wasting love,Rock,Rock Baladas,1986,306,87.59269068,-1.266622543334961,0.058354805518883,4693.3078980136825,2357.731811953488,2675.178923771739,0.33846825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kansas,Dust in the Wind,Rock,Rock Baladas,1977,817,147.65625,1.9649419784545896,0.0617140624223589,6009.912212896384,2796.0622306388573,3123.536444429932,0.47503656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-07,5.7e-07,2e-06,5.75e-06,1.049e-05,1.414e-05,1.729e-05,1.916e-05,1.999e-05,2.039e-05,2.049e-05
Phil Collins,Another Day In Paradise,Rock,Rock Baladas,1989,414,126.04801829,-1.3803340196609497,0.0261755705309393,2161.8482269853007,1185.376682955382,1756.994225461062,0.40535316,0.0,0.0,0.00021598,0.00191635,0.00248018,0.00325505,0.00379302,0.00368125,0.00376224,0.00374071,0.00370266,0.003663,0.00385678,0.00367144,0.0035457,0.00513572,0.00503361,0.00507806,0.00514231,0.00354646
Richard Marx,Right Here Waiting,Rock,Rock Baladas,1989,465,101.33272059,-8.234686851501465,0.0529093070992133,4141.3102103423125,1995.8767680444769,2267.6572433261395,0.44000632,0.0,4e-08,1e-07,9.5e-07,9.49e-06,0.00033949,0.00060331,0.00083992,0.00099272,0.00113403,0.00122188,0.001311,0.00140581,0.00145208,0.00144342,0.00142597,0.00140934,0.00140186,0.00143373,0.00142799
Roxette,It Must Have Been Love,Rock,Rock Baladas,1987,350,89.28571429,3.1961655616760254,0.044345721757906,5636.626933382048,2593.843996087625,3542.687837936692,0.41629344,1.78e-06,1.792e-05,0.00060484,0.00156549,0.00242616,0.00283995,0.00324212,0.00359756,0.00415882,0.00556648,0.00636249,0.006811,0.00804108,0.00730629,0.00763147,0.00785897,0.00677287,0.00740265,0.0074436,0.00700998
Scorpions,Send Me An Angel,Rock,Rock Baladas,1990,683,161.49902344,-7.688262462615967,0.0723349520278244,6020.02423653389,2854.67596199378,3029.9954130133574,0.43246397,0.0,1.1e-07,3.3e-07,4.862e-05,8.891e-05,0.00014574,0.0001515,0.00024124,0.00030215,0.00029578,0.00032947,0.00031,0.00027482,0.00030396,0.00031353,0.00030794,0.0003002,0.00027606,0.00024584,0.00030486
Scorpions,Still Loving You,Rock,Rock Baladas,1984,480,107.66601562,2.2782819271087646,0.0719790255940562,4594.75631420771,2457.281268095676,2497.113881187242,0.38633248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.000302,0.00151781,0.01128878,0.04653594,0.06075014,0.06922776,0.07611112,0.06776131,0.06427595
Scorpions,Wind Of Change,Rock,Rock Baladas,1991,480,107.66601562,-5.858412265777588,0.0709953571230486,6100.379636653044,2919.559887506576,3269.75450920328,0.3931199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-08,3.504e-05,6.851e-05,9.977e-05,0.000154,0.00016678,0.00019614,0.00022401,0.00034061,0.00212937,0.00685243,0.00999526,0.01296325
Steelheart,She's Gone,Rock,Rock Baladas,1990,348,75.99954044,1.6274629831314087,0.0702753963178394,4783.45004389099,2476.009218326518,2646.329329092181,0.44123417,0.0,0.0,0.0,0.0,2.771e-05,0.0024432,0.00600554,0.00870193,0.01684819,0.02594508,0.03321791,0.03924,0.04119994,0.0434399,0.04098957,0.04189744,0.03914746,0.03888882,0.03679748,0.03694758
Tears For Fears,Sowing The Seeds Of Love,Rock,Rock Baladas,1989,609,135.99917763,-5.318056583404541,0.0723193894877866,6751.760528959995,3156.353233217721,3524.891508075443,0.41408435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Cars,Drive ,Rock,Rock Baladas,1984,453,85.22727273,6.428802967071533,0.0821020591061892,7469.569551003668,3476.5162147416413,3556.466162266704,0.4707463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toto,I Won't Hold You Back,Rock,Rock Baladas,1982,312,83.35433468,0.3597606718540191,0.0339363440591646,3753.681527353459,1747.4379317460566,2302.4358900864777,0.46014094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheriff,When I'm with you,Rock,Rock Baladas,1982,519,96.98275862,-1.8461865186691284,0.0646969738662809,6294.137750408831,2957.463647956129,3308.1356163290384,0.45958412,3.64e-06,5.042e-05,0.00012164,0.00020391,0.00034427,0.00043463,0.00056834,0.00070822,0.00089106,0.00109116,0.00119967,0.001359,0.00147425,0.00161488,0.00173589,0.00194278,0.0023109,0.00240532,0.0025802,0.00263796
Whitney Houston,I Will Always Love You,Rock,Rock Baladas,1992,221,69.83741554,-0.913447380065918,0.0456037661820192,2993.119716956968,1545.1244431016437,1657.1208062657097,0.37893626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Williams Brothers,Can't Cry Hard Enough,Rock,Rock Baladas,1992,278,67.11647727,-8.629186630249023,0.0454898161141707,4180.678000390542,2117.252755676812,2665.9622058827526,0.30963096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Clapton,Wonderful tonight,Rock,Rock Baladas,1977,503,170.45454545,-5.995521545410156,0.0432442801339285,4858.398008241758,2268.3374014583774,2799.344539173081,0.44843537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albertucho y Kutxi Romero,Mi estrella,Rock,Rock en Español,2004,335,95.33898305,-2.001058578491211,0.0375130015441317,4502.035072995317,1989.3340870473908,2570.248891570823,0.43202022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Último Ke Zierre,Tus Bragas,Rock,Rock en Español,2003,349,132.51201923,6.473160266876221,0.0560452213423962,5205.065273706409,2443.2769479692943,2750.971409330995,0.41098234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eskorbuto,Historia Triste,Rock,Rock en Español,1986,399,86.1328125,6.246602535247803,0.0489170636947195,5521.940365305555,2478.5500367828386,3047.666255987612,0.46495655,0.00015002,0.00015977,0.00020191,0.00020921,0.00016514,0.00017163,0.00012574,0.000154,0.00015231,0.00017118,0.00018589,0.000164,0.00016864,0.00013664,0.00015538,0.0001524,0.00015916,0.00017195,0.00013688,0.00016317
Eskorbuto,"Mucha policía, poca diversión",Rock,Rock en Español,1983,291,95.703125,6.715822696685791,0.0651243206120399,5301.494454472699,2577.359392606386,2702.828837667972,0.43241513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Héroes del Silencio,La chispa adecuada,Rock,Rock en Español,2003,488,161.49902344,-2.618206739425659,0.0681235604991638,5319.09857734389,2675.440714967216,2845.7305967712405,0.42886436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mago de Oz,La Costa Del Silencio,Rock,Rock en Español,2003,256,107.66601562,5.357852935791016,0.076233227651751,5129.436480007693,2644.612421885839,2296.64585817613,0.52919155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lobo,Hombre en París,Rock,Rock en Español,1984,519,112.34714674,3.312952995300293,0.0460772144515114,5513.214088000786,2451.947265197489,3104.2266873833373,0.41117293,1e-08,7e-08,7.3e-06,1.07e-05,1.336e-05,1.551e-05,1.582e-05,1.587e-05,1.588e-05,1.587e-05,1.589e-05,1.6e-05,1.797e-05,5.413e-05,0.00036533,0.000536,0.00086178,0.00113524,0.00245655,0.03213442
Loquillo,La mataré,Rock,Rock en Español,1987,602,132.51201923,5.599533557891846,0.0737027376526784,6558.369446999132,3083.6228074876285,3246.7343039660345,0.45016155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-08,3e-07,4.79e-06,2.063e-05,0.00050933,0.01207268,0.02786858,0.04263948
Los Enemigos,John Wayne,Rock,Rock en Español,1988,550,147.65625,3.8310818672180176,0.0483604004027743,4533.601336036639,2214.246622114098,2613.460820878679,0.482467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,8.891e-05,0.00029,0.02163875,0.08840737,0.13938805,0.18241182,0.21886884,0.2291448,0.22788195,0.22308122
Los Rodríguez,Sin documentos,Rock,Rock en Español,1993,420,97.50884434,11.038334846496582,0.043907612484201,4519.15077433797,2060.870976791939,2543.320379103706,0.5010489,0.0,0.0,0.0,0.0,5.799e-05,0.05074983,0.06368615,0.0801079,0.0924404,0.0915878,0.09251604,0.089862,0.083053,0.07734744,0.08015668,0.07232425,0.06783774,0.05893356,0.04111845,0.04285733
Mago de Oz,La posada de los muertos,Rock,Rock en Español,2005,893,151.99908088,-2.899125814437866,0.0720021104327255,4944.379380489364,2525.172370436744,2611.0741272071305,0.47829273,0.0,0.0,0.00029651,0.00164811,0.03608641,0.04469421,0.05547359,0.06451757,0.06659377,0.06987804,0.06722197,0.068346,0.06393907,0.06206755,0.06532726,0.06378613,0.0616594,0.06175349,0.05998237,0.05788296
Rosendo,Maneras de vivir,Rock,Rock en Español,2004,452,95.703125,0.8860619068145752,0.0821181907135586,6330.331176211604,2975.4542887880057,2939.1518945124544,0.45398042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-07,0.00050426,0.00096096,0.00125695,0.00150147,0.00163179,0.00163185
Rosendo,Masculino singular,Rock,Rock en Español,2002,759,147.65625,3.312762260437012,0.0474316560121861,5704.383658729759,2589.2674604512163,3270.064849763197,0.49913883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parálisis Permanente,Autosuficiencia,Rock,Rock en Español,1984,533,123.046875,10.237005233764648,0.0503493579022734,5581.385487302485,2570.4499567255816,3051.172007168489,0.48510757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-08,5.32e-06,4.993e-05,6.601e-05,8.127e-05,9.129e-05
Piperrak,Kualkier dia,Rock,Rock en Español,1994,490,123.046875,7.854129314422607,0.0759772108363781,6478.151593452231,3136.626840056017,3317.0878123325583,0.49290752,0.0,4.826e-05,0.0448071,0.12020537,0.13982539,0.15998052,0.18406919,0.15742122,0.15763542,0.26132172,0.3005825,0.312566,0.3280046,0.26740983,0.24243757,0.23989102,0.22728638,0.23802498,0.21655844,0.20581879
Platero y Tu,El roce de tu cuerpo,Rock,Rock en Español,1996,450,139.67483108,-8.600160598754883,0.0745124249478217,5680.225789242092,2898.821309076351,3067.5977593167336,0.4369015,0.0,0.0,0.0,0.0,0.0,1.2e-07,2.06e-06,2.03e-05,4.188e-05,5.048e-05,6.082e-05,6.8e-05,6.215e-05,6.185e-05,5.943e-05,5.967e-05,6.014e-05,6.228e-05,6.729e-05,6.244e-05
Porretas,Marihuana,Rock,Rock en Español,1997,191,95.703125,-2.82792592048645,0.0698302413231475,7719.113143047795,3716.7228107909073,3798.3373142106434,0.5467991,0.0,1.42e-06,0.00024165,0.000342,0.00037568,0.00037652,0.00028963,0.00016049,4.487e-05,4.299e-05,4.264e-05,4.3e-05,4.426e-05,4.451e-05,4.453e-05,4.477e-05,4.493e-05,4.514e-05,4.604e-05,4.649e-05
Seguridad Social,Acción,Rock,Rock en Español,1990,386,93.96306818,6.755361557006836,0.0608436535627101,4929.387683032938,2544.2664354961044,2790.509266368788,0.49152708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soda Stereo,De Música Ligera,Rock,Rock en Español,1990,342,86.1328125,5.4275336265563965,0.0776249471586343,5674.783001612796,2835.535179266952,2733.875286815423,0.49281618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Triana,Quiero contarte,Rock,Rock en Español,1979,320,89.10290948,5.362654685974121,0.081767664323414,5869.062189484076,3002.508276996619,2986.746947105375,0.45184058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reincidentes,Vicio,Rock,Rock en Español,1994,287,103.359375,7.41405725479126,0.0692046118390134,5458.417373144103,2782.4441679751344,2958.482364601678,0.55621856,0.0,2e-06,0.000373,0.000853,0.002329,0.006057,0.009888,0.011053,0.01577,0.026717,0.036311,0.048378,0.05653,0.060987,0.061626,0.058362,0.055913,0.052699,0.052933,0.052752
Dj Napo,El ritmo ms,Electronica,Techno,1999,918,143.5546875,1.3505985736846924,0.0732296285132752,6491.287354882934,3195.2629952504885,3304.6450009302253,0.5886106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abel The Kid y Raul Ortiz,Electrication,Electronica,Techno,2002,918,139.67483108,0.3316147923469543,0.0669773579854619,7425.992813108222,3544.000786119461,3680.9235105418056,0.6799916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000261,0.000298,0.000304,0.000347,0.000304,0.000385
Abel the Kid y Raul Ortiz,Baila,Electronica,Techno,2004,961,139.67483108,5.47695779800415,0.0263010576835632,5245.070596038419,2266.3186736286,3048.29224553578,0.6775567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004922,0.031408,0.046066,0.112812,0.116601,0.144684,0.162619,0.179323
Alex Trackone y Dj Napo,La nube,Electronica,Techno,2000,1111,139.67483108,4.739414215087891,0.041777207971008,5284.012634002705,2370.754805404596,2871.841016318141,0.6231673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.000138,0.003364,0.014328,0.038531,0.052192,0.053312,0.055055,0.060161
Alex Trackone,Genetiko,Electronica,Techno,2006,865,139.67483108,6.518306255340576,0.1165835569881208,8934.48524959634,4454.064875530782,3817.410617274592,0.701299,0.0,0.0,0.0,0.0,0.0,0.000103,0.137479,0.193366,0.274702,0.304478,0.281043,0.269073,0.197353,0.155422,0.143015,0.098545,0.081968,0.075137,0.069169,0.069072
Alex Trackone ala Lawrence Lock,Technobase,Electronica,Techno,2004,1019,139.67483108,4.382026672363281,0.0844967630933616,8562.778671292874,3962.8271937909913,3903.017463711481,0.6683287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,4.4e-05,0.000198,0.048391,0.107925,0.123362,0.13812,0.153913,0.14539,0.187647,0.245883,0.248164,0.249019
Ben Sims,Remanipulator,Electronica,Techno,1998,640,135.99917763,6.911355972290039,0.0810462532891501,6067.773654599277,3059.114215324661,2943.9187821613177,0.68922716,0.0,9e-06,0.005251,0.005456,0.013243,0.021924,0.032789,0.035879,0.034283,0.031829,0.028238,0.032357,0.032761,0.031286,0.027603,0.020439,0.020746,0.021777,0.018557,0.031789
Cisco Ferreira aka The Advent,Kurva,Electronica,Techno,2005,800,139.67483108,8.645256042480469,0.0602463421689878,8029.235487342105,3470.926014628333,3907.2390878384767,0.5890338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danili Di Corto,Time of passion,Electronica,Techno,2007,954,143.5546875,5.153558731079102,0.055063832003451,7533.821512709798,3244.270764274474,3841.6335653635033,0.6586342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Marshall,Embola,Electronica,Techno,2005,829,143.5546875,0.8435987830162048,0.0695694331385739,8115.878565352178,3688.422144413276,3792.56211396676,0.6707811,0.0,0.0,7e-06,3.1e-05,0.00119,0.001747,0.001856,0.00265,0.003037,0.00286,0.003681,0.003621,0.003136,0.020673,0.046654,0.061544,0.073641,0.082508,0.0807,0.079023
Digital Express,The Club,Electronica,Techno,2004,1051,135.99917763,5.984379291534424,0.050445739036189,5314.82473605712,2563.089640494559,2901.194865094596,0.55842334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital Express y Michel de Hey,The club remix,Electronica,Techno,2002,863,132.51201923,6.99404239654541,0.0595256387577158,6251.34952521506,3023.4291019622387,3034.9189956376867,0.6097839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.00051,0.020902,0.020938,0.021025,0.162472,0.203012
Dj Gilbert,Dulux,Electronica,Techno,2000,897,139.67483108,2.166711568832397,0.0979396888716166,7856.524786256401,3869.440316431382,3583.633043138326,0.5953344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2e-05,0.044383,0.089182,0.107548,0.120817,0.122013,0.105338,0.103135,0.097084,0.098112,0.099921,0.098594,0.104407
Filterheadz,Yimanya,Electronica,Techno,2005,1156,135.99917763,5.688680171966553,0.0859602532605345,7114.6528447813935,3332.8839682676835,3360.210701083696,0.51142603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,9e-06,2.2e-05,5.3e-05,0.000568,0.009611,0.091396,0.091416,0.091414,0.09091,0.001924
Jeff Mills,The Bells,Electronica,Techno,1996,647,135.99917763,7.858260631561279,0.0436008440046565,5547.166114492594,2433.991377138705,2995.4392734168105,0.58939886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Mills & Dj Rolando,Jaguar remix,Electronica,Techno,2002,825,132.51201923,-0.4403943419456482,0.1327206248871399,9654.17413825494,5085.331097845319,3978.969982087119,0.5666208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julio Posadas,Indhu,Electronica,Techno,2022,993,135.99917763,3.0426154136657715,0.0613273789745012,5947.249296870968,2730.804171522007,2983.2379441815497,0.6083168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.001912,0.002662,0.006076,0.007897,0.008042
Lithium,Deep jungle,Electronica,Techno,2002,390,68.90625,8.578567504882812,0.0477387435295779,6481.230261731308,2876.1548015566823,3384.7501525997,0.6517071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mackenzie Feat. Jessy,Arpegia (Without You),Electronica,Techno,1998,1573,139.67483108,-2.438395738601685,0.0417740733375869,4633.48279859941,2165.450709929293,2790.973275815192,0.4525923,0.0,0.0,0.0,0.0,2e-06,0.001109,0.005925,0.014113,0.019081,0.022066,0.022977,0.020768,0.018528,0.017966,0.019866,0.021353,0.022375,0.022611,0.023244,0.023565
Mauro Picotto,Bangkok,Electronica,Techno,2005,857,135.99917763,9.53321647644043,0.0644147337080058,6954.807152609224,3110.294405188597,3551.414886011514,0.66572106,0.001247,0.001974,0.21587,0.290598,0.337811,0.394066,0.367226,0.366071,0.351857,0.321442,0.335346,0.327583,0.320982,0.306961,0.297741,0.290393,0.298477,0.308051,0.292523,0.271785
Max Walder & Manu Kenton,Bongo Spirit,Electronica,Techno,2007,904,139.67483108,3.799596071243286,0.1127100302117303,8486.909550828612,4172.346583694956,3732.1441675186297,0.5865232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8e-05,0.000194,0.000307,0.000434,0.000489,0.000456,0.000423,0.000307,0.000287,0.000301,0.000257,0.000247
Mojado,Fuerte,Electronica,Techno,2007,766,139.67483108,1.6935884952545166,0.0709274202808302,7124.803827996826,3340.728621879559,3429.269308905987,0.60368013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-06,4.6e-05
Plastikman,Spastik,Electronica,Techno,1993,1015,126.04801829,-8.499324798583984,0.0980936354087231,6775.803144287825,3513.461695596024,3129.780453837664,0.5982527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Katana,Fancy Fair,Electronica,Techno,2009,890,139.67483108,3.237711191177368,0.0704633465756827,6971.886566374375,3183.7818680355,3461.2433758231523,0.49485675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,2e-06,4e-06,5e-06,7e-06,7e-06,8e-06,7e-06,7e-06,7e-06,7e-06,7e-06
Randy Katana,One solid wave original mix,Electronica,Techno,2003,567,139.67483108,-13.800622940063477,0.0564701800851178,5003.616121769876,2345.690952855883,2320.904787058724,0.317317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Substate,Horizon,Electronica,Techno,2005,824,132.51201923,3.550985336303711,0.0755257908121554,6039.142368633502,2980.257596885252,2899.4217674331426,0.59805083,0.0,0.0,0.0,0.0,0.000282,0.050707,0.101162,0.128633,0.141235,0.142912,0.122705,0.107326,0.101955,0.09669,0.092522,0.082253,0.074561,0.065669,0.057006,0.054219
Surgeon,La Real,Electronica,Techno,2000,937,135.99917763,7.124649524688721,0.0353160140234343,5189.124572444781,2337.3401231116154,2850.3662841426662,0.6209538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000487,0.004191,0.083659,0.110654,0.125852,0.137889,0.124724,0.118694,0.120126,0.123716
Taksi,Schneesturm,Electronica,Techno,2001,1287,139.67483108,4.160575866699219,0.0468527546012157,5336.346511600541,2504.4787635404264,2844.1019973807543,0.60442924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.000642,0.001073,0.00112,0.001493
Tekken,Tribal Pursuit,Electronica,Techno,2001,754,143.5546875,-0.4059242904186249,0.0464724608126408,4164.023455243137,2066.3590187094883,2411.348460129799,0.46581665,0.0,0.0,1e-06,2e-06,0.000496,0.000805,0.001338,0.001384,0.001467,0.09933,0.159192,0.217105,0.297032,0.366301,0.429762,0.467238,0.473622,0.466912,0.430205,0.407393
The Advent,Inn Balance (Cozmic Spore Remix),Electronica,Techno,2003,416,135.99917763,7.218976020812988,0.0576332089945568,5744.514485826817,2782.3648235704754,3224.794823820278,0.44402307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Roc Project feat. Tina Arena,Never Filterheadz remix,Electronica,Techno,2004,538,92.28515625,10.477449417114258,0.0316816221227355,4474.110755204006,2082.919303081432,2705.70807056496,0.65737313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Krome,Bitches From Hell,Electronica,Techno,2003,794,135.99917763,7.212381839752197,0.0565517009599611,8656.72683554911,3818.840916402317,4002.316824435683,0.7162761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,1e-06,0.001241,0.011599,0.028222,0.039811,0.041952,0.041133,0.037003,0.030373
Tim Xavier,Theater Of Sound,Electronica,Techno,2003,752,139.67483108,7.67203426361084,0.0708700498298983,7946.175643308925,3435.342711864189,3681.075389186671,0.5680416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-05,0.163197,0.234181,0.234579,0.23458,0.168506,0.013663,0.000321,3.4e-05,7e-06,1.6e-05
Titanium,Dukun (Marco Bailey Remix),Electronica,Techno,2003,643,139.67483108,-5.148223400115967,0.0393733334595067,6004.217913115411,2710.627155229316,3212.625158316402,0.6187691,0.0,0.0,0.0,6e-06,0.001405,0.007166,0.009755,0.010092,0.0119,0.011591,0.00968,0.009527,0.007534,0.004597,0.004321,0.003913,0.002949,0.001552,0.001334,0.001281
Oscar Mulero,Anaconda,Electronica,Techno,2005,946,139.67483108,3.087594747543335,0.1092428832844103,8918.494381017017,4265.162438486075,3892.3090794677705,0.68617684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05,0.020305,0.051187,0.063352,0.068378
Tom Hafman vs submission,El vacio mix,Electronica,Techno,2003,955,135.99917763,5.747701168060303,0.0867009304834825,7736.011952457265,3562.252429267729,3544.8667998546634,0.6149333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.007187,0.008954,0.015554,0.018085,0.016891,0.017285,0.012988,0.009424
Tomaz vs Filterheadz,Lazy people,Electronica,Techno,2002,1026,135.99917763,8.47317886352539,0.0541797692390329,6651.333572322696,3005.8538122272025,3388.2813768656424,0.632944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1.7e-05,2.7e-05,3.3e-05,3.6e-05,3.4e-05,3e-05,3.4e-05,3.6e-05,3.7e-05,3.6e-05,3e-05
Tomaz vs Filterheadz,Sunshine,Electronica,Techno,2002,643,135.99917763,6.071622371673584,0.0515375253175572,5425.724988980714,2511.115149746705,2864.8260871228654,0.54455453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1.3e-05,4.7e-05,0.001859,0.002044,0.002469,0.002832,0.002341,0.002412,0.002254
