beats,tempo,rmse,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,zero_crossing_rate,rolloff,spectral_centroid,spectral_bandwidth,chroma_stft,file
109.1737016884052,[114.84375],0.25106007,-122.87093,157.48628,-28.744001,46.3291,2.6936805,25.988863,-7.383446,17.456942,0.8792343,6.5874314,1.2340608,6.2136717,1.8075609,0.88929737,5.7510695,-0.6169343,0.5933926,-5.253146,3.2754872,-4.4754477,0.04014869380126025,4359.247286957391,2095.0750443244124,2686.039898439392,0.5409342,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Sixth June_Drowning_Rock_New Wave_2013.mp3
147.41777329577818,[161.49902344],0.26677537,-86.89519,127.245094,-30.730646,35.823513,-16.995531,34.935093,-11.377821,22.271788,-5.419534,19.142336,2.9005308,10.085678,5.408071,4.004697,2.4196863,-7.6219826,7.3491793,-3.796918,0.15860446,-5.379917,0.06993372468166781,7460.12519944526,3413.024520863055,3646.6112183506757,0.55493826,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Amianto_Rock_New Wave_2021.mp3
139.29413045124167,[139.67483108],0.22541179,-105.33106,164.87727,-33.149364,37.265686,-12.14775,24.503723,-5.743551,13.269178,-4.915968,4.802155,-0.18884234,7.164988,5.121129,1.82529,0.9553485,-3.545806,0.2790474,-4.8934464,0.18798074,-8.703727,0.045557464962336286,5049.512495031797,2329.3153011081063,2848.4250774180027,0.4811953,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Invierno nuclear_Rock_New Wave_2020.mp3
123.7640165229825,[129.19921875],0.2427837,-117.09442,138.66806,-17.129086,32.188335,-7.935315,35.69598,-5.238787,19.25692,-6.153274,11.999579,-7.550432,7.8151946,1.9537307,2.3989482,7.536383,-2.7549062,8.964559,-2.01009,-0.52697206,-5.7528424,0.04493592014934109,6522.057054532284,2856.0483314369294,3509.6355561498276,0.5577409,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Lluvias de Marzo_Rock_New Wave_2021.mp3
125.68599160545645,[151.99908088],0.1872322,-158.29955,133.10902,-29.382147,17.618038,-13.456978,26.483877,-3.5282738,13.13617,-5.6591516,15.737861,1.1451874,12.172835,3.7529142,2.861074,0.91275084,-5.4098186,9.969033,1.7915454,3.6780748,-2.8437538,0.05569556527168178,5869.982985692635,2823.5930314673087,3185.765412341307,0.4424073,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Matar el Tiempo_Rock_New Wave_2021.mp3
92.51965306652806,[117.45383523],0.16525869,-207.9685,205.0283,1.159109,-15.290761,-4.872955,10.729947,-7.1277013,-0.9069188,-9.473309,-5.036991,-8.481731,-0.20903914,-3.6365626,-3.984506,-6.334881,-6.793686,3.265786,-3.8829136,-2.5410976,-6.5600624,0.031305882517467375,1883.3209519629143,1181.146014001207,1664.5344635272872,0.38967147,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Monstruo_Rock_New Wave_2021.mp3
92.0717184789679,[129.19921875],0.27107158,-91.683174,117.02493,-28.526207,49.66728,-20.458754,26.786444,-20.171001,19.417543,-9.22808,8.804628,-4.9642,7.042401,-7.412491,-2.932104,3.407455,-1.8289977,5.69029,-4.0072093,6.3687835,-5.695028,0.06809759851660463,7929.585515509815,3575.6513436462897,3778.330477366166,0.48598567,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Zanias_Unraveled_Rock_New Wave_2021.mp3
107.40327088089427,[120.18531977],0.2168067,-92.55459,101.85402,-31.463863,54.61734,-13.595868,39.246075,-13.908896,33.19361,-4.8250313,12.96544,0.014611808,11.407431,-3.0316908,3.3503313,7.70179,-3.203646,2.2707717,-0.03330233,8.410465,-8.398647,0.08175442852855512,8950.847495738133,4049.98165415642,4080.2151104978752,0.54016894,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Zanias_Follow the Body_Rock_New Wave_2016.mp3
127.82165890275786,[143.5546875],0.15950528,-194.0387,119.57598,-10.0313225,40.61073,-15.915117,28.99465,-1.8120431,18.693226,0.6966366,5.1536183,3.6128402,6.9305677,6.9776893,3.5395901,5.542965,1.1766083,5.4848557,1.597931,7.123796,0.768718,0.051238883050977777,6128.107769930415,2809.425792377168,3088.272619005241,0.62592846,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Abel Ramos_Das spiegel_Electronica_Remember_1999.mp3
137.7566016062611,[139.67483108],0.15310858,-153.49689,122.659584,-23.948336,49.946915,-13.282074,40.365,-7.025183,24.77455,-5.3886538,13.396313,0.43449402,7.3897247,2.9386654,3.0201998,5.9723496,-0.61632764,5.9606256,-1.1722453,6.3485956,-1.9067632,0.06362556375380794,7270.049028934404,3316.4197111839676,3533.0337508915895,0.5657011,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Allegro_Moments In Love_Electronica_Remember_1999.mp3
138.36025234885716,[139.67483108],0.18445513,-131.09427,132.82127,-34.287514,50.475105,-17.65188,19.149065,-17.398907,6.6256895,-6.9645247,-0.7146671,-2.1618915,-0.119199246,-4.03236,-2.1562464,2.0738378,0.50985235,2.812173,-2.7621446,3.4332395,-4.8342953,0.06361926152604133,6161.79671455149,2899.6534056334194,3131.7346731099087,0.46041587,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Aquagen_Everybody Is Free_Electronica_Remember_2004.mp3
140.2472131544558,[143.5546875],0.19785649,-120.2995,127.10714,-39.141785,50.725563,-14.161155,33.10226,-6.005872,16.587143,-2.837894,6.845,1.0879354,3.5495157,1.0620505,-1.9056833,4.7230835,-4.5554457,3.7767193,-3.6460729,3.530325,-4.3160815,0.07524874921025944,6556.200561774998,3169.100469777434,3163.3429291861053,0.5020294,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Butcher_Don't let the Sun go down_Electronica_Remember_2003.mp3
136.92257580303084,[139.67483108],0.16304487,-155.09651,130.79968,-12.394122,44.03357,-10.095835,33.274487,-5.1675534,19.134552,-3.0564451,7.268269,3.1302493,3.5526447,7.645416,0.68742746,7.976087,-2.5278852,6.0857587,-2.4967904,5.2985525,-1.1384369,0.048831216409170076,6450.717247897941,2818.407689942365,3374.8718355136575,0.5789776,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/C Base _In The Beginning_Electronica_Remember_2003.mp3
